,Unnamed: 0,code,最新价,最新涨跌幅,market_code,股票代码,流通a股[20100104],股票简称,dde大单净流入量[20100104],资金流向[20100104],dde大单净量[20100104],集中度90[20100104],主力资金流向[20100104],主力卖出金额[20100104],90%成本上限[20100104],主力买入金额[20100104],平均成本[20100104],资金流出inner[20100104],收盘获利[20100104],集中度70[20100104],90%成本下限[20100104],资金流入inner[20100104]
23,,600720,10.39,0.874,17,600720.SH,395804182.0,祁连山,-12110.0,-4162471.0,-0.00305959,18.504,396811.0,22107231.0,9.03,22504042.0,8.31,52048614.0,80.158,12.046,6.21,47886143.0
24,,600735,6.25,3.648,17,600735.SH,83461530.0,新华锦,-218899.0,-399600.0,-0.26227533,12.989,-1525787.0,5758590.0,7.22,4232803.0,6.52,10869244.0,60.605,6.79,5.56,10469644.0
25,,600731,7.51,1.900,17,600731.SH,255040660.0,湖南海利,-68700.0,-556376.0,-0.02693688,9.878,379289.0,1031214.0,7.23,1410503.0,6.68,6545855.0,16.838,6.97,5.93,5989479.0
26,,600724,3.63,2.833,17,600724.SH,444383088.0,宁波富达,-1663386.0,-20563394.0,-0.37431352,16.697,-16807259.0,17229527.0,9.75,422268.0,8.43,30777635.0,29.783,10.995,6.96,10214241.0
27,,600742,8.36,0.966,17,600742.SH,211523400.0,一汽富维,-1479055.0,-30183521.0,-0.69923942,42.657,-32267845.0,43984429.0,6.12,11716584.0,4.86,63531559.0,89.256,28.477,2.46,33348038.0
28,,600729,20.50,1.838,17,600729.SH,135749530.0,重庆百货,-331977.0,-959951.0,-0.24455112,35.793,1201823.0,19758677.0,34.96,20960500.0,25.84,25743922.0,81.861,32.103,16.53,24783971.0
29,,600743,1.85,1.093,17,600743.SH,176040000.0,华远地产,-720400.0,-14702796.0,-0.40922518,11.932,-8370556.0,8873448.0,3.94,502892.0,3.61,21700448.0,13.216,9.531,3.1,6997652.0
30,,600739,12.98,2.285,17,600739.SH,901852544.0,辽宁成大,,,,,,,,,,,,,,
31,,600751,2.39,0.420,17,600751.SH,103689300.0,海航科技,0.0,-2172649.0,0,16.352,0.0,0.0,7.4,0.0,6.76,4541358.0,46.973,10.87,5.32,2368709.0
32,,600766,15.07,3.219,17,600766.SH,76174143.0,园城黄金,0.0,-581855.0,0,7.705,0.0,0.0,6.5,0.0,6.03,2948840.0,45.554,4.595,5.57,2366985.0
33,,600782,3.95,1.542,17,600782.SH,320240691.0,新钢股份,-313334.0,-5847631.0,-0.09784328,17.541,-2855146.0,5041040.0,3.25,2185894.0,2.85,19679889.0,68.193,12.116,2.28,13832258.0
34,,600764,21.36,1.860,17,600764.SH,329726984.0,中国海防,300924.0,3292067.0,0.0912646,16.547,3514471.0,1328781.0,7.29,4843252.0,6.66,11273854.0,88.263,12.019,5.22,14565921.0
35,,600756,13.04,7.680,17,600756.SH,185831520.0,浪潮软件,309596.0,12591317.0,0.16660037,7.926,6354321.0,849462.0,9.94,7203783.0,9.18,15491409.0,45.033,5.103,8.48,28082726.0
36,,600736,4.83,0.416,17,600736.SH,857952000.0,苏州高新,-3088117.0,-30785824.0,-0.35994053,23.223,-22902856.0,29092235.0,7.8,6189379.0,6.33,51452529.0,37.212,15.862,4.86,20666705.0
37,,600775,10.77,0.279,17,600775.SH,413015000.0,南京熊猫,890679.0,10694616.0,0.21565294,11.576,5661185.0,7942381.0,9.06,13603566.0,8.36,24255832.0,98.98,7.636,7.18,34950448.0
38,,600753,11.78,3.880,17,600753.SH,95471466.0,东方银星,175350.0,-1524396.0,0.18366744,10.89,1518506.0,318324.0,7.23,1836830.0,6.51,6905127.0,28.699,6.79,5.81,5380731.0
39,,600740,6.08,0.330,17,600740.SH,456832758.0,山西焦化,-217756.0,-5665746.0,-0.04766646,10.189,-2388068.0,2388068.0,5.84,0.0,5.52,15614851.0,27.418,7.263,4.76,9949105.0
40,,600741,16.78,2.380,17,600741.SH,1472562438.0,华域汽车,-4554213.0,-68561304.0,-0.3092713,69.663,-51558182.0,68430101.0,3.02,16871919.0,1.92,122123919.0,82.487,52.432,0.54,53562615.0
41,,600750,15.54,3.187,17,600750.SH,196382880.0,江中药业,408775.0,17943072.0,0.20815205,33.762,17256498.0,18530883.0,8.32,35787381.0,6.2,33745167.0,94.093,24.051,4.12,51688239.0
42,,600776,9.30,-0.107,17,600776.SH,956000064.0,东方通信,3494779.0,29575264.0,0.36556263,14.053,22829806.0,10178902.0,5.6,33008708.0,5.24,42138772.0,95.342,8.911,4.22,71714036.0
43,,600779,62.38,1.745,17,600779.SH,295323512.0,水井坊,-1115361.0,-34910906.0,-0.3776743,26.197,-27275834.0,42777117.0,15.68,15501283.0,13.65,79813916.0,94.398,16.804,9.17,44903010.0
44,,600785,13.08,2.188,17,600785.SH,172859400.0,新华百货,-130263.0,-6024761.0,-0.07535778,24.309,-1901555.0,4191398.0,22.5,2289843.0,20.4,15408203.0,69.38,14.286,13.7,9383442.0
45,,600787,5.05,2.020,17,600787.SH,391992062.0,中储股份,279981.0,-7798202.0,0.07142517,8.578,-657423.0,9109882.0,4.62,8452459.0,4.3,31587497.0,44.778,5.744,3.89,23789295.0
46,,600760,64.97,5.232,17,600760.SH,204464430.0,中航沈飞,171946.0,5228276.0,0.0840958,7.441,3473547.0,1322888.0,5.92,4796435.0,5.51,12773650.0,36.417,5.1,5.1,18001926.0
47,,600768,9.07,1.341,17,600768.SH,94664719.0,宁波富邦,963369.0,7767126.0,1.01766425,7.797,7188314.0,819245.0,9.54,8007559.0,8.98,6981740.0,69.719,4.911,8.16,14748866.0
48,,600797,5.91,2.604,17,600797.SH,813043495.0,浙大网新,2091990.0,28958255.0,0.25730358,16.099,15451819.0,12552370.0,7.5,28004189.0,6.7,45937059.0,56.15,11.381,5.42,74895314.0
49,,600778,6.73,1.970,17,600778.SH,306628782.0,友好集团,2402170.0,25285589.0,0.78341308,19.917,17357877.0,18033556.0,8.67,35391433.0,7.77,44566070.0,94.673,15.102,5.79,69851659.0
50,,600817,8.74,3.066,17,600817.SH,89907090.0,宇通重工,-63800.0,-787508.0,-0.07096215,26.854,468996.0,0.0,7.44,468996.0,6.66,4095661.0,65.65,14.77,4.29,3308153.0
51,,600808,2.72,1.115,17,600808.SH,5967751186.0,马钢股份,4623598.0,25461476.0,0.07747639,17.617,14503358.0,38997885.0,4.54,53501243.0,3.74,74318369.0,67.872,8.401,3.18,99779845.0
52,,600803,18.77,1.295,17,600803.SH,188884342.0,新奥股份,171749.0,6874618.0,0.09092813,7.837,4172815.0,3570185.0,10.32,7743000.0,9.76,14775891.0,49.536,4.634,8.82,21650509.0
53,,600800,3.83,1.592,17,600800.SH,353312600.0,渤海化学,-209353.0,-3024302.0,-0.05925433,15.192,-738399.0,3163446.0,6.9,2425047.0,6.16,14471921.0,35.685,7.921,5.08,11447619.0
54,,600802,5.60,1.449,17,600802.SH,381873666.0,福建水泥,141704.0,2288490.0,0.03710756,12.5,1740809.0,5965735.0,6.66,7706544.0,6.14,20093936.0,60.087,7.794,5.18,22382426.0
55,,600812,6.03,3.966,17,600812.SH,1028577558.0,华北制药,911931.0,23269792.0,0.08865943,18.665,21220443.0,22225932.0,11.73,43446375.0,10.89,55091248.0,92.084,14.798,8.04,78361040.0
56,,600801,16.02,1.779,17,600801.SH,97036949.0,华新水泥,-402262.0,-16046890.0,-0.41454519,61.29,-9657348.0,10862867.0,0.75,1205519.0,0.45,25940942.0,30.076,36.735,0.18,9894052.0
57,,600815,2.71,1.498,17,600815.SH,699273517.0,厦工股份,863723.0,4158734.0,0.12351719,15.633,7163647.0,935389.0,8.58,8099036.0,7.66,10930326.0,71.485,11.379,6.26,15089060.0
58,,600818,27.95,-0.179,17,600818.SH,171256836.0,中路股份,12600.0,-1188808.0,0.00735737,13.458,-348805.0,1084565.0,19.98,735760.0,17.94,10368003.0,17.492,9.091,15.24,9179195.0
59,,600826,7.39,1.094,17,600826.SH,161238820.0,兰生股份,-90200.0,-9006937.0,-0.05594186,10.654,-3612828.0,4621046.0,9.14,1008218.0,8.5,16536185.0,71.473,7.066,7.38,7529248.0
60,,600837,8.73,1.276,17,600837.SH,4002424962.0,海通证券,-26190846.0,-589864450.0,-0.65437444,19.485,-507300210.0,926818630.0,16.25,419518420.0,14.5,1302505650.0,81.091,14.44,10.95,712641200.0
61,,600824,3.34,1.829,17,600824.SH,731963245.0,益民集团,1514409.0,29868060.0,0.20689686,12.177,24244091.0,34510338.0,6.08,58754429.0,5.6,105155487.0,94.977,6.909,4.76,135023547.0
62,,600843,4.84,0.833,17,600843.SH,204943027.0,上工申贝,-133000.0,-3957760.0,-0.06489608,12.215,-1718043.0,1718043.0,12.54,0.0,11.46,7846390.0,82.941,7.937,9.81,3888630.0
63,,600839,2.69,0.749,17,600839.SH,1893814841.0,四川长虹,3660255.0,17252513.0,0.19327417,16.975,15254341.0,27621846.0,3.48,42876187.0,3.27,63268063.0,68.493,12.871,2.47,80520576.0
64,,600860,14.12,1.001,17,600860.SH,322000000.0,京城股份,2466431.0,10127192.0,0.76597236,15.2,14352152.0,20303506.0,8.64,34655658.0,7.78,43753579.0,97.145,10.381,6.36,53880771.0
65,,600810,8.19,1.236,17,600810.SH,208107900.0,神马股份,920469.0,12116251.0,0.44230373,22.989,7626427.0,6731523.0,8.56,14357950.0,7.76,23703399.0,74.755,9.186,5.36,35819650.0
66,,600833,9.66,3.205,17,600833.SH,159347391.0,第一医药,182528.0,2912195.0,0.11454722,8.905,2181421.0,1644012.0,7.46,3825433.0,7.0,13093405.0,80.741,5.202,6.24,16005600.0
67,,600845,37.65,1.702,17,600845.SH,54912406.0,宝信软件,-43373.0,-1891912.0,-0.07898579,23.704,-847602.0,2640861.0,3.34,1793259.0,2.86,9540104.0,96.851,15.217,2.06,7648192.0
68,,600830,5.23,0.771,17,600830.SH,364322747.0,香溢融通,102506.0,1302697.0,0.02813604,17.188,167006.0,6064847.0,12.0,6231853.0,11.04,21658082.0,47.688,11.787,8.48,22960779.0
69,,600986,4.87,0.412,17,600986.SH,335269708.0,浙文互联,-579584.0,-2804610.0,-0.17287097,13.523,-1305955.0,3904605.0,6.38,2598650.0,5.56,15564632.0,42.589,7.692,4.86,12760022.0
70,,600834,8.40,0.599,17,600834.SH,477381905.0,申通地铁,-1079407.0,-25314293.0,-0.22610974,19.141,-18773610.0,54923253.0,12.2,36149643.0,9.72,112195867.0,90.233,14.615,8.28,86881574.0
71,,600992,23.43,-1.761,17,600992.SH,164370000.0,贵绳股份,69956.0,4001707.0,0.04256008,14.976,1470482.0,3043531.0,10.71,4514013.0,9.93,15233216.0,59.722,9.828,7.92,19234923.0
72,,600967,8.14,1.750,17,600967.SH,164580000.0,内蒙一机,-101268.0,-2682382.0,-0.06153117,10.497,-313838.0,3953782.0,3.0,3639944.0,2.76,18982649.0,56.248,6.137,2.43,16300267.0
73,,600851,6.88,2.994,17,600851.SH,738206110.0,海欣股份,205352.0,-924605.0,0.02781771,12.845,1165920.0,4704070.0,5.93,5869990.0,5.52,21656128.0,51.811,8.667,4.58,20731523.0
74,,600858,5.27,3.536,17,600858.SH,233684423.0,银座股份,90503.0,9680615.0,0.03872873,14.984,17997859.0,31139697.0,14.12,49137556.0,12.96,53100113.0,87.916,12.52,10.44,62780728.0
75,,600854,4.82,2.119,17,600854.SH,519458538.0,春兰股份,-51300.0,-1730989.0,-0.00987567,17.579,-884447.0,2524461.0,10.2,1640014.0,8.6,11427535.0,21.855,12.069,7.15,9696546.0
76,,600866,6.39,4.072,17,600866.SH,419861780.0,星湖科技,,,,,,,,,,,,,,
77,,600835,11.36,2.067,17,600835.SH,806504300.0,上海机电,-2269476.0,-36792578.0,-0.28139664,16.772,-32685676.0,37726408.0,11.07,5040732.0,9.72,53340338.0,33.901,11.042,7.89,16547760.0
78,,600984,4.99,2.254,17,600984.SH,141556000.0,建设机械,0.0,-734596.0,0,19.919,0.0,0.0,5.9,0.0,5.44,2003239.0,59.006,14.398,3.94,1268643.0
79,,600859,23.42,5.925,17,600859.SH,392973026.0,王府井,-400596.0,-28272659.0,-0.10193982,21.076,-21413484.0,40862653.0,24.3,19449169.0,20.07,55671613.0,81.003,17.226,15.84,27398954.0
80,,600861,15.88,4.819,17,600861.SH,226556796.0,北京城乡,1378801.0,28704672.0,0.60858956,9.173,25480018.0,14501710.0,9.64,39981728.0,9.04,37313176.0,75.807,5.345,8.02,66017848.0
81,,601007,7.19,0.983,17,601007.SH,146943503.0,金陵饭店,191072.0,-472564.0,0.13003093,11.791,1640737.0,314194.0,6.21,1954931.0,5.75,4460413.0,41.94,7.313,4.9,3987849.0
82,,600846,8.40,-0.592,17,600846.SH,278089731.0,同济科技,2507241.0,31238164.0,0.90159424,12.376,25827943.0,13077018.0,3.95,38904961.0,3.64,48367873.0,97.035,7.5,3.08,79606037.0
83,,600873,10.47,2.346,17,600873.SH,108236603.0,梅花生物,1602150.0,68839120.0,1.48022938,23.422,38923411.0,22207378.0,6.06,61130789.0,5.08,57532029.0,91.497,15.51,3.76,126371149.0
84,,601003,3.46,1.466,17,601003.SH,410040000.0,柳钢股份,-163220.0,3025207.0,-0.03980587,11.736,-383636.0,2047823.0,6.76,1664187.0,6.24,11010834.0,37.677,8.703,5.34,14036041.0
85,,600960,3.45,1.173,17,600960.SH,90084115.0,渤海汽车,165091.0,-3046677.0,0.18326316,7.875,1514142.0,2037823.0,5.0,3551965.0,4.72,13224485.0,45.519,4.752,4.27,10177808.0
86,,600965,6.40,0.629,17,600965.SH,279403237.0,福成股份,-319702.0,-11179458.0,-0.11442316,13.61,-5073374.0,7041368.0,4.8,1967994.0,4.41,29629296.0,63.583,7.11,3.65,18449838.0
87,,600970,8.47,1.559,17,600970.SH,336000000.0,中材国际,365833.0,11371495.0,0.10887887,14.158,15090773.0,9104705.0,7.66,24195478.0,7.02,27800526.0,79.071,8.638,5.76,39172021.0
88,,600973,5.27,3.945,17,600973.SH,156000000.0,宝胜股份,23224.0,-1486799.0,0.01488718,11.634,-4301721.0,9170349.0,4.51,4868628.0,4.22,20974037.0,56.077,5.476,3.57,19487238.0
89,,600980,14.63,2.667,17,600980.SH,130000000.0,北矿科技,79681.0,2190484.0,0.06129308,17.202,894404.0,680431.0,12.4,1574835.0,10.72,12546091.0,77.273,9.924,8.76,14736575.0
90,,600971,7.78,0.129,17,600971.SH,131468115.0,恒源煤电,420323.0,3919719.0,0.31971478,12.0,8134588.0,12921493.0,11.76,21056081.0,10.72,40263409.0,31.829,7.721,9.24,44183128.0
91,,600872,31.67,3.497,17,600872.SH,724215631.0,中炬高新,2043252.0,24002069.0,0.2821331,12.5,21611300.0,19910917.0,9.99,41522217.0,8.91,47619296.0,25.989,9.0,7.77,71621365.0
92,,600958,7.95,1.793,17,600958.SH,,东方证券,,,,,,,,,,,,,,
93,,600962,10.72,1.611,17,600962.SH,158700000.0,国投中鲁,47567.0,1935074.0,0.0299729,10.736,454088.0,3605911.0,10.83,4059999.0,10.05,18869765.0,69.912,5.758,8.73,20804839.0
94,,600982,4.52,0.893,17,600982.SH,168000000.0,宁波能源,-78265.0,-3070728.0,-0.04658631,14.336,-1030317.0,1030317.0,3.23,0.0,2.84,7962011.0,54.976,9.722,2.42,4891283.0
95,,600869,6.56,1.705,17,600869.SH,120000000.0,远东股份,146.0,-989372.0,1.21666667E-4,20.486,4923.0,680611.0,3.97,685534.0,3.49,4997583.0,93.445,15.179,2.62,4008211.0
96,,600999,12.66,1.118,17,600999.SH,286837000.0,招商证券,295679.0,-40175879.0,0.10308259,10.182,-12276825.0,52428897.0,18.18,40152072.0,16.77,113839631.0,23.967,6.912,14.82,73663752.0
97,,600871,1.87,0.538,17,600871.SH,200000000.0,石化油服,-533000.0,-7253229.0,-0.2665,15.291,-2975897.0,4719658.0,4.26,1743761.0,3.86,10978950.0,42.488,9.549,3.13,3725721.0
98,,601015,5.05,1.406,17,601015.SH,,陕西黑猫,,,,,,,,,,,,,,
99,,601000,2.63,0.000,17,601000.SH,,唐山港,,,,,,,,,,,,,,
0,,601011,3.83,0.790,17,601011.SH,,宝泰隆,,,,,,,,,,,,,,
1,,600995,15.05,1.758,17,600995.SH,337003200.0,南网储能,-1114050.0,-16448823.0,-0.3305755,11.549,-9404960.0,10920313.0,8.5,1515353.0,7.48,24078170.0,27.628,6.309,6.74,7629347.0
2,,601001,15.39,-0.388,17,601001.SH,836850000.0,晋控煤业,-34005.0,-26299213.0,-0.00406345,18.652,-7793240.0,34995750.0,23.76,27202510.0,21.33,79307197.0,57.566,12.418,16.29,53007984.0
3,,600988,20.29,0.945,17,600988.SH,53985560.0,赤峰黄金,-133380.0,-2721511.0,-0.24706607,16.552,-990646.0,990646.0,3.38,0.0,3.22,4225319.0,38.188,4.897,2.42,1503808.0
4,,601018,3.62,0.836,17,601018.SH,,宁波港,,,,,,,,,,,,,,
5,,601008,3.90,1.036,17,601008.SH,275220000.0,连云港,128761.0,6461449.0,0.04678475,8.889,1238643.0,1850364.0,5.88,3089007.0,5.66,8004413.0,61.783,4.968,4.92,14465862.0
6,,601010,2.58,0.389,17,601010.SH,,文峰股份,,,,,,,,,,,,,,
7,,601111,10.28,0.000,17,601111.SH,7845678909.0,中国国航,-4973493.0,-89151551.0,-0.06339149,14.546,-61145015.0,109961622.0,8.82,48816607.0,7.58,177507109.0,90.353,10.0,6.58,88355558.0
8,,601020,12.78,1.268,17,601020.SH,,华钰矿业,,,,,,,,,,,,,,
9,,601107,3.82,0.792,17,601107.SH,500000000.0,四川成渝,-2401795.0,-39244985.0,-0.480359,8.804,-16799162.0,27992182.0,8.28,11193020.0,7.72,72594558.0,19.027,6.209,6.94,33349573.0
10,,601198,7.73,2.929,17,601198.SH,,东兴证券,,,,,,,,,,,,,,
11,,601168,9.64,2.119,17,601168.SH,1710700000.0,西部矿业,-614465.0,-31127632.0,-0.03591892,10.345,-20200950.0,51558932.0,15.36,31357982.0,14.12,112567039.0,27.16,7.407,12.48,81439407.0
12,,601137,16.14,10.020,17,601137.SH,,博威合金,,,,,,,,,,,,,,
13,,601058,10.00,-1.961,17,601058.SH,,赛轮轮胎,,,,,,,,,,,,,,
14,,601126,14.50,5.917,17,601126.SH,,四方股份,,,,,,,,,,,,,,
15,,601069,11.99,2.304,17,601069.SH,,西部黄金,,,,,,,,,,,,,,
16,,601186,7.09,1.286,17,601186.SH,2450000000.0,中国铁建,-4000946.0,-36748419.0,-0.16330392,11.052,-24851719.0,91306155.0,8.34,66454436.0,7.08,145751342.0,29.141,4.09,6.68,109002923.0
17,,601139,6.92,0.728,17,601139.SH,104000000.0,深圳燃气,3612454.0,87540172.0,3.47351346,9.613,72280109.0,89265226.0,7.64,161545335.0,7.28,210670133.0,92.733,3.439,6.3,298210305.0
18,,601113,3.98,0.760,17,601113.SH,,华鼎股份,,,,,,,,,,,,,,
19,,601208,10.61,0.569,17,601208.SH,,东材科技,,,,,,,,,,,,,,
20,,601117,8.11,3.974,17,601117.SH,924750000.0,中国化学,,,,,,,,,,,,,,
21,,601199,6.73,0.149,17,601199.SH,,江南水务,,,,,,,,,,,,,,
22,,601177,8.02,0.501,17,601177.SH,,杭齿前进,,,,,,,,,,,,,,
23,,601163,11.04,1.471,17,601163.SH,,三角轮胎,,,,,,,,,,,,,,
24,,601155,16.79,1.206,17,601155.SH,,新城控股,,,,,,,,,,,,,,
25,,601226,5.24,1.550,17,601226.SH,,华电重工,,,,,,,,,,,,,,
26,,601222,7.43,3.051,17,601222.SH,,林洋能源,,,,,,,,,,,,,,
27,,601216,4.04,1.253,17,601216.SH,,君正集团,,,,,,,,,,,,,,
28,,601229,5.93,0.169,17,601229.SH,,上海银行,,,,,,,,,,,,,,
29,,601377,5.58,1.455,17,601377.SH,,兴业证券,,,,,,,,,,,,,,
30,,601566,7.26,1.397,17,601566.SH,,九牧王,,,,,,,,,,,,,,
31,,601368,5.31,0.568,17,601368.SH,,绿城水务,,,,,,,,,,,,,,
32,,601500,3.70,1.648,17,601500.SH,,通用股份,,,,,,,,,,,,,,
33,,601388,4.16,0.000,17,601388.SH,,怡球资源,,,,,,,,,,,,,,
34,,601328,4.61,0.000,17,601328.SH,15954932919.0,交通银行,-4511671.0,-115641545.0,-0.02827759,18.763,-132974645.0,369937914.0,5.76,236963269.0,4.4,520442444.0,71.746,9.375,3.94,404800899.0
35,,601608,3.50,0.575,17,601608.SH,,中信重工,,,,,,,,,,,,,,
36,,601579,10.56,10.000,17,601579.SH,,会稽山,,,,,,,,,,,,,,
37,,601336,27.59,0.583,17,601336.SH,,新华保险,,,,,,,,,,,,,,
38,,601789,4.32,1.171,17,601789.SH,,宁波建工,,,,,,,,,,,,,,
39,,601233,13.60,1.115,17,601233.SH,,桐昆股份,,,,,,,,,,,,,,
40,,601700,5.37,0.940,17,601700.SH,,风范股份,,,,,,,,,,,,,,
41,,601877,28.47,2.743,17,601877.SH,0.0,正泰电器,,,,,,,,,,,,,,
42,,601607,17.19,2.934,17,601607.SH,400192411.0,上海医药,65114.0,-9762492.0,0.01627067,11.188,-2443726.0,7043155.0,12.92,4599429.0,11.56,26294506.0,14.641,7.192,10.32,16532014.0
43,,601595,8.65,1.170,17,601595.SH,,上海电影,,,,,,,,,,,,,,
44,,601878,10.14,5.078,17,601878.SH,,浙商证券,,,,,,,,,,,,,,
45,,601881,9.69,0.103,17,601881.SH,,中国银河,,,,,,,,,,,,,,
46,,601818,2.82,0.356,17,601818.SH,,光大银行,,,,,,,,,,,,,,
47,,601601,20.80,0.532,17,601601.SH,2577192769.0,中国太保,550239.0,-38819772.0,0.02135032,20.461,-31605180.0,204521333.0,18.81,172916153.0,16.56,335394358.0,55.828,15.1,12.42,296574586.0
48,,601890,8.17,4.342,17,601890.SH,,亚星锚链,,,,,,,,,,,,,,
49,,601811,9.72,0.935,17,601811.SH,,新华文轩,,,,,,,,,,,,,,
50,,601899,7.96,1.531,17,601899.SH,6324966980.0,紫金矿业,4667470.0,28148582.0,0.07379438,12.521,47351009.0,155471910.0,6.56,202822919.0,5.78,261847915.0,30.37,8.532,5.1,289996497.0
51,,601900,7.69,1.451,17,601900.SH,,南方传媒,,,,,,,,,,,,,,
52,,601798,6.91,0.436,17,601798.SH,,蓝科高新,,,,,,,,,,,,,,
53,,601699,15.97,0.000,17,601699.SH,1150542000.0,潞安环能,,,,,,,,,,,,,,
54,,601788,13.62,1.490,17,601788.SH,520000000.0,光大证券,-2193414.0,-160382401.0,-0.42181038,5.916,-115198731.0,319110045.0,22.56,203911314.0,21.54,504824375.0,61.802,4.421,20.04,344441974.0
55,,601866,2.53,1.606,17,601866.SH,2336625000.0,中远海发,-1892393.0,-27192818.0,-0.08098831,10.966,-12777429.0,18976528.0,5.11,6199099.0,4.51,45708422.0,15.65,5.605,4.1,18515604.0
56,,601886,8.35,1.829,17,601886.SH,,江河集团,,,,,,,,,,,,,,
57,,601880,1.63,1.242,17,601880.SH,,辽港股份,,,,,,,,,,,,,,
58,,601918,4.46,0.451,17,601918.SH,1047776200.0,新集能源,-390501.0,-836415.0,-0.0372695,17.284,4414381.0,29396149.0,14.25,33810530.0,12.6,57638228.0,30.539,12.048,10.05,56801813.0
59,,601919,11.39,1.787,17,601919.SH,2162867446.0,中远海控,-2469436.0,-60329002.0,-0.11417417,10.837,-45641358.0,102506460.0,11.25,56865102.0,10.1,182453330.0,25.518,7.161,9.05,122124328.0
60,,601985,6.32,0.637,17,601985.SH,,中国核电,,,,,,,,,,,,,,
61,,601933,3.17,2.258,17,601933.SH,,永辉超市,,,,,,,,,,,,,,
62,,601952,12.21,0.411,17,601952.SH,,苏垦农发,,,,,,,,,,,,,,
63,,601929,1.78,0.565,17,601929.SH,,吉视传媒,,,,,,,,,,,,,,
64,,601988,3.06,0.328,17,601988.SH,177818910740.0,中国银行,12169660.0,57937381.0,0.00684385,18.98,62146157.0,45587421.0,2.1,107733578.0,1.72,96453546.0,63.021,13.636,1.43,154390927.0
65,,601998,4.68,1.080,17,601998.SH,2301932654.0,中信银行,-16643615.0,-168976493.0,-0.72302789,28.571,-128056707.0,187636408.0,5.04,59579701.0,4.46,295210567.0,79.141,17.536,2.8,126234074.0
66,,601999,5.38,1.128,17,601999.SH,148000000.0,出版传媒,564982.0,6102437.0,0.38174459,8.452,4282074.0,5101100.0,11.42,9383174.0,10.66,21442358.0,51.306,5.263,9.64,27544795.0
67,,603002,5.48,2.430,17,603002.SH,,宏昌电子,,,,,,,,,,,,,,
68,,603000,11.02,1.943,17,603000.SH,,人民网,,,,,,,,,,,,,,
69,,603001,6.63,0.913,17,603001.SH,,奥康国际,,,,,,,,,,,,,,
70,,601996,2.83,0.355,17,601996.SH,,丰林集团,,,,,,,,,,,,,,
71,,603003,7.02,1.592,17,603003.SH,,龙宇燃油,,,,,,,,,,,,,,
72,,603009,6.35,1.600,17,603009.SH,,北特科技,,,,,,,,,,,,,,
73,,603012,5.74,0.879,17,603012.SH,,创力集团,,,,,,,,,,,,,,
74,,603023,4.12,1.229,17,603023.SH,,威帝股份,,,,,,,,,,,,,,
75,,603007,4.24,4.691,22,603007.SH,,ST花王,,,,,,,,,,,,,,
76,,603019,22.33,1.224,17,603019.SH,,中科曙光,,,,,,,,,,,,,,
77,,603038,7.30,3.253,17,603038.SH,,华立股份,,,,,,,,,,,,,,
78,,603006,8.62,1.651,17,603006.SH,,联明股份,,,,,,,,,,,,,,
79,,603028,8.33,0.604,17,603028.SH,,赛福天,,,,,,,,,,,,,,
80,,603021,,,17,603021.SH,,山东华鹏,,,,,,,,,,,,,,
81,,603026,104.04,6.033,17,603026.SH,,石大胜华,,,,,,,,,,,,,,
82,,603011,8.52,7.305,17,603011.SH,,合锻智能,,,,,,,,,,,,,,
83,,603031,41.90,0.024,17,603031.SH,,安孚科技,,,,,,,,,,,,,,
84,,603078,20.96,1.946,17,603078.SH,,江化微,,,,,,,,,,,,,,
85,,603069,24.09,4.331,17,603069.SH,,海汽集团,,,,,,,,,,,,,,
86,,603035,20.11,3.874,17,603035.SH,,常熟汽饰,,,,,,,,,,,,,,
87,,603037,15.57,1.170,17,603037.SH,,凯众股份,,,,,,,,,,,,,,
88,,603025,16.58,2.981,17,603025.SH,,大豪科技,,,,,,,,,,,,,,
89,,603040,16.67,0.301,17,603040.SH,,新坐标,,,,,,,,,,,,,,
90,,603015,7.28,1.534,17,603015.SH,,弘讯科技,,,,,,,,,,,,,,
91,,603022,9.46,-0.526,17,603022.SH,,新通联,,,,,,,,,,,,,,
92,,603060,10.06,2.653,17,603060.SH,,国检集团,,,,,,,,,,,,,,
93,,603067,15.99,4.510,17,603067.SH,,振华股份,,,,,,,,,,,,,,
94,,603081,10.68,1.618,17,603081.SH,,大丰实业,,,,,,,,,,,,,,
95,,603096,16.75,2.259,17,603096.SH,,新经典,,,,,,,,,,,,,,
96,,603089,8.27,1.847,17,603089.SH,,正裕工业,,,,,,,,,,,,,,
97,,603100,29.83,6.422,17,603100.SH,,川仪股份,,,,,,,,,,,,,,
98,,603085,10.15,1.703,17,603085.SH,,天成自控,,,,,,,,,,,,,,
99,,603108,11.20,10.020,17,603108.SH,,润达医疗,,,,,,,,,,,,,,
0,,603167,6.68,1.212,17,603167.SH,,渤海轮渡,,,,,,,,,,,,,,
1,,603086,16.55,6.912,17,603086.SH,,先达股份,,,,,,,,,,,,,,
2,,603111,4.28,0.470,17,603111.SH,,康尼机电,,,,,,,,,,,,,,
3,,603117,2.51,2.033,22,603117.SH,,ST万林,,,,,,,,,,,,,,
4,,603090,25.87,3.854,17,603090.SH,,宏盛股份,,,,,,,,,,,,,,
5,,603133,10.48,2.544,17,603133.SH,,碳元科技,,,,,,,,,,,,,,
6,,603118,8.92,0.451,17,603118.SH,,共进股份,,,,,,,,,,,,,,
7,,603160,48.77,3.502,17,603160.SH,,汇顶科技,,,,,,,,,,,,,,
